Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre
29-06-2017,0.098611111,16.53,1248.00,6.00,en,"Drama, Thriller, Romance, Science Fiction, Mystery"
14-03-1987,Royal Space Force - The Wings Of Honneamise,16.52,88.00,6.80,ja,"Animation, Science Fiction"
06-02-2004,The Motorcycle Diaries,16.52,1000.00,7.40,es,Drama
03-09-2005,Nana,16.52,66.00,6.50,ja,"Romance, Drama, Music"
10-07-2008,Red Cliff,16.52,618.00,7.20,zh,"Action, Adventure, Drama, War"
08-10-2021,Convergence: Courage in a Crisis,16.51,5.00,6.00,en,Documentary
01-11-2019,Earthquake Bird,16.51,334.00,5.90,en,"Drama, Mystery, Romance, Thriller"
05-11-2013,Commitment,16.51,96.00,7.30,ko,"Drama, Action, Thriller"
23-07-2010,Ramona and Beezus,16.51,672.00,6.50,en,"Comedy, Family"
27-03-2010,6 Souls,16.51,568.00,6.00,en,"Horror, Mystery, Thriller"
22-02-1973,Walking Tall,16.51,81.00,6.70,en,"Action, Crime, Drama"
25-12-1957,Old Yeller,16.50,202.00,7.00,en,"Adventure, Drama, Western, Family"
21-05-1975,The Return of the Pink Panther,16.50,417.00,6.80,en,"Mystery, Comedy, Crime"
03-08-2021,Shiny_Flakes: The Teenage Drug Lord,16.50,66.00,7.90,de,"Documentary, Crime"
05-02-1983,Blue Thunder,16.50,326.00,6.00,en,"Drama, Action, Thriller"
28-06-2012,Katy Perry: Part of Me,16.50,242.00,7.10,en,"Documentary, Music"
25-12-2018,Destroyer,16.49,552.00,5.90,en,"Thriller, Crime, Drama, Action"
18-02-2017,One Week Friends,16.49,40.00,7.00,ja,"Romance, Drama"
11-12-2020,Superintelligence,16.49,138.00,6.00,en,"Comedy, Science Fiction, Romance"
03-12-1973,Don't Look Now,16.49,726.00,7.00,en,"Thriller, Drama, Horror"
18-09-2009,The Girl Who Played with Fire,16.49,1339.00,7.00,sv,"Drama, Action, Thriller, Crime, Mystery"
11-12-2020,Girl,16.49,124.00,6.40,en,Thriller
25-10-2012,The Hunt,16.49,2964.00,8.10,da,Drama
12-04-2013,The Colony,16.48,906.00,5.40,en,"Action, Science Fiction, Horror"
08-12-2014,Mythica: A Quest for Heroes,16.48,120.00,6.00,en,"Action, Adventure, Fantasy, Science Fiction"
16-05-2012,Moonrise Kingdom,16.48,4772.00,7.70,en,"Comedy, Drama, Romance"
19-04-2002,Murder by Numbers,16.48,776.00,6.10,en,"Crime, Drama, Thriller"
31-12-2021,Gabriel's Rapture: Part One,16.48,66.00,8.30,en,Romance
10-11-1989,Best of the Best,16.48,201.00,6.50,en,Action
16-07-2008,"The Good, the Bad, the Weird",16.48,549.00,7.10,ko,"Action, Adventure, Comedy, Western"
21-10-1983,The Dead Zone,16.48,1168.00,7.00,en,"Thriller, Horror, Science Fiction"
05-03-2022,Stolen by Their Father,16.48,2.00,4.50,en,"Drama, TV Movie"
10-10-2019,Valhalla,16.47,77.00,5.00,da,"Adventure, Fantasy"
07-03-2002,Cadet Kelly,16.47,491.00,6.20,en,"Family, TV Movie, Comedy"
12-02-2014,Endless Love,16.47,1441.00,6.90,en,"Drama, Romance"
07-09-2006,DOA: Dead or Alive,16.47,614.00,5.20,en,"Adventure, Action, Thriller"
07-10-2014,Mercy,16.47,198.00,5.00,en,"Thriller, Horror"
28-09-1990,Henry & June,16.47,135.00,6.20,en,Romance
12-12-1985,Miami Supercops,16.47,315.00,6.40,it,"Action, Comedy"
03-04-2018,4/20 Massacre,16.46,47.00,6.00,en,"Horror, Action"
06-01-2006,Grandma's Boy,16.46,492.00,6.60,en,Comedy
06-02-2019,Nicky Larson and the Cupid's Perfume,16.46,624.00,6.50,fr,"Adventure, Comedy"
07-10-1988,Alien Nation,16.46,218.00,6.00,en,"Crime, Science Fiction, Thriller"
09-05-1986,The Sacrifice,16.46,362.00,7.70,sv,Drama
30-07-2004,The Manchurian Candidate,16.46,1209.00,6.40,en,"Drama, Thriller, Mystery"
03-11-1971,Fiddler on the Roof,16.45,395.00,7.80,en,"Drama, Romance"
08-04-1977,Rabid,16.45,323.00,6.40,en,"Horror, Science Fiction"
08-09-2012,The Brass Teapot,16.45,391.00,6.10,en,"Comedy, Fantasy, Thriller"
24-08-2012,Kon-Tiki,16.45,564.00,6.90,no,"Adventure, History"
30-10-2009,The House of the Devil,16.45,514.00,6.30,en,"Horror, Mystery"
17-07-2014,And So It Goes,16.45,382.00,6.10,en,"Comedy, Drama, Romance"
14-02-1986,The Delta Force,16.45,292.00,5.90,en,"Action, Thriller, Adventure"
08-02-2018,Up and Away,16.45,36.00,6.20,da,"Animation, Family, Comedy"
07-08-1998,Snake Eyes,16.45,1003.00,6.10,en,"Thriller, Crime, Mystery"
01-02-2019,An Affair to Die For,16.44,76.00,6.00,en,Thriller
03-07-2002,Like Mike,16.44,386.00,6.10,en,"Comedy, Family, Fantasy"
29-06-1981,Lady Chatterley's Lover,16.44,48.00,5.30,en,"Drama, Romance"
27-09-2011,The Phantom of the Opera at the Royal Albert Hall,16.44,122.00,8.50,en,"Music, Drama, Romance"
24-08-2018,The After Party,16.44,174.00,6.30,en,"Comedy, Music"
15-08-2003,The Cheetah Girls,16.44,406.00,6.00,en,"Family, Comedy, Drama, Music, TV Movie"
13-02-1972,Cabaret,16.43,665.00,7.40,en,"Music, Drama, Romance"
22-12-1989,Always,16.43,437.00,6.30,en,"Fantasy, Romance"
20-12-2010,Let the Bullets Fly,16.43,155.00,7.30,zh,"Action, Comedy"
05-02-1960,La Dolce Vita,16.43,1423.00,8.20,it,"Comedy, Drama"
07-09-2001,The Musketeer,16.43,175.00,5.30,en,Adventure
17-08-1984,Tightrope,16.43,242.00,6.10,en,"Mystery, Thriller, Crime"
27-12-2013,Labor Day,16.42,841.00,6.90,en,Drama
22-07-1977,The Hills Have Eyes,16.42,628.00,6.20,en,"Horror, Thriller"
03-11-2021,Lords of Scam,16.42,28.00,6.80,fr,Documentary
06-09-2018,The Last Man,16.42,100.00,5.70,en,"Science Fiction, Action, Drama, Thriller"
13-03-1992,My Cousin Vinny,16.42,1095.00,7.40,en,Comedy
29-10-1955,Rebel Without a Cause,16.42,1212.00,7.60,en,Drama
01-03-1993,The Wedding Banquet,16.42,149.00,7.20,zh,"Comedy, Drama, Romance"
02-10-2015,Freeheld,16.42,550.00,7.30,en,"Romance, Drama"
28-08-1998,"Lock, Stock and Two Smoking Barrels",16.42,5300.00,8.20,en,"Comedy, Crime"
02-09-2015,A Walk in the Woods,16.42,572.00,6.00,en,"Adventure, Comedy, Drama"
19-10-2016,From the Land of the Moon,16.42,261.00,6.60,fr,"Drama, Romance"
26-08-2010,Hatchet II,16.41,284.00,5.50,en,"Horror, Comedy, Thriller"
14-08-2009,Rampage,16.41,323.00,6.00,en,"Action, Drama, Crime, Thriller, Mystery"
04-01-2008,One Missed Call,16.41,594.00,5.50,en,"Horror, Mystery, Thriller"
21-07-2021,Luxor,16.41,10.00,7.50,en,"Romance, Drama"
14-08-2021,Hellbender,16.41,15.00,6.00,en,Horror
01-08-1987,Hachi-ko,16.41,101.00,7.70,ja,"Drama, Family"
02-07-1980,Alligator,16.41,202.00,5.80,en,"Horror, Science Fiction, Thriller"
27-10-2017,Crash Pad,16.40,104.00,5.70,en,Comedy
15-05-2006,Like Mike 2: Streetball,16.40,83.00,5.40,en,"Comedy, Drama, Family"
21-01-2001,Lost and Delirious,16.40,404.00,6.90,en,"Drama, Romance"
08-05-2014,Piranha Sharks,16.40,31.00,6.90,en,"Horror, Comedy"
22-01-1987,The Stepfather,16.40,217.00,6.50,en,"Horror, Thriller"
07-09-2018,Hurricane,16.40,122.00,5.90,pl,"War, Drama"
25-02-2011,Ages of Love,16.40,178.00,5.30,it,"Romance, Comedy, Drama"
26-09-1968,Oliver!,16.39,304.00,7.00,en,"Drama, Family, Music"
10-08-1996,Yu Pui Tsuen III,16.39,2.00,6.00,zh,Drama
06-06-2009,Tidal Wave,16.39,272.00,6.70,ko,"Action, Adventure, Drama, Thriller"
20-10-2007,Funny Games,16.39,1610.00,6.60,en,"Crime, Horror, Thriller, Drama"
24-09-2020,Two by Two: Overboard!,16.38,124.00,7.70,en,"Animation, Adventure, Comedy, Family"
15-06-1989,Miracles,16.38,116.00,7.00,cn,"Crime, Action, Comedy, Drama"
06-04-2018,The Endless,16.38,749.00,6.30,en,"Science Fiction, Horror, Thriller"
14-05-2014,Grace of Monaco,16.38,482.00,6.00,en,"Romance, Drama"
16-10-2014,GirlHouse,16.37,228.00,6.00,en,"Horror, Thriller"
27-10-1995,Powder,16.37,449.00,6.90,en,"Drama, Fantasy, Science Fiction, Thriller"
16-02-2016,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,16.37,98.00,6.40,en,"Action, Adventure, Animation, Comedy, Family"
25-07-1980,Dressed to Kill,16.37,609.00,6.90,en,"Mystery, Thriller, Horror"
28-01-2021,Breaking News in Yuba County,16.37,97.00,5.90,en,"Comedy, Drama, Crime, Thriller"
07-08-2012,Hope Springs,16.37,645.00,6.20,en,"Drama, Comedy, Romance"
24-04-1998,The Big Hit,16.37,318.00,5.90,en,"Action, Adventure, Comedy, Thriller"
11-10-2012,A Company Man,16.37,128.00,6.80,ko,"Drama, Action"
04-12-2001,Sexual Predator,16.37,26.00,4.90,en,"Drama, Thriller"
25-04-1997,Romy and Michele's High School Reunion,16.37,396.00,6.30,en,Comedy
01-07-1959,Anatomy of a Murder,16.37,693.00,7.90,en,"Crime, Drama, Mystery, Thriller"
15-07-1971,Vampyros Lesbos,16.36,94.00,5.70,es,Horror
24-06-1977,Herbie Goes to Monte Carlo,16.36,245.00,5.90,en,"Romance, Comedy, Family, Action, Adventure"
15-12-2021,A Hero,16.36,106.00,7.50,fa,"Drama, Thriller"
13-11-2020,Ammonite,16.36,335.00,7.10,en,"Romance, Drama"
17-10-1973,The Mad Adventures of Rabbi Jacob,16.36,761.00,7.40,fr,Comedy
31-12-2016,Fate/Grand Order: First Order,16.36,76.00,6.70,ja,"Action, Fantasy, Animation"
16-10-1988,Scooby-Doo and the Ghoul School,16.36,244.00,7.50,en,"Animation, Mystery, Family, TV Movie, Comedy, Fantasy"
30-11-2017,Furious,16.35,102.00,6.30,ru,"Fantasy, Action, Adventure"
19-04-2016,Sex: A Relationship and Not Marriage,16.35,6.00,6.50,ko,"Romance, Drama"
18-01-2010,Student Services,16.35,92.00,5.00,fr,Drama
10-06-2010,Naruto Bersyukur,16.35,4.00,7.80,id,Drama
10-03-2022,Once Upon a Time in Serbia,16.35,0.00,0.00,sr,"Comedy, Drama"
07-11-2014,Jessabelle,16.35,644.00,5.40,en,"Thriller, Horror"
08-12-1988,Mississippi Burning,16.35,1229.00,7.70,en,"Drama, Thriller, Crime, History"
13-05-2019,Malibu Rescue,16.35,165.00,6.40,en,"Action, Comedy, Family"
28-12-2018,Black Mirror: Bandersnatch,16.35,3265.00,6.80,en,"Science Fiction, Mystery, Drama, Thriller, TV Movie"
20-12-1980,The Taming of the Scoundrel,16.35,366.00,7.10,it,Comedy
18-09-1969,Fellini Satyricon,16.34,245.00,6.80,it,"Drama, Fantasy"
07-03-2022,Goyo: En Letra de Otro,16.34,0.00,0.00,es,Music
23-11-2005,Just Friends,16.34,1274.00,6.20,en,"Comedy, Romance"
01-06-2013,12 Rounds 2: Reloaded,16.34,218.00,5.60,en,"Action, Adventure"
16-08-1973,14 and Under,16.34,25.00,5.60,de,"Comedy, Romance"
25-10-1957,Paths of Glory,16.34,2124.00,8.30,en,"Drama, War"
21-10-2014,The Taking of Deborah Logan,16.34,850.00,6.40,en,"Horror, Mystery, Thriller"
05-02-2008,Snow Buddies,16.34,209.00,6.10,en,"Family, Adventure"
16-01-2009,Hotel for Dogs,16.33,718.00,6.00,en,"Comedy, Family"
10-12-2002,Chicago,16.33,2104.00,7.10,en,"Comedy, Crime, Drama"
13-12-1972,The Poseidon Adventure,16.33,631.00,7.20,en,"Action, Adventure, Drama, Thriller"
25-11-2018,LEGO Jurassic World: The Secret Exhibit,16.33,34.00,5.80,en,"Family, Animation, Comedy"
12-11-2020,Come Away,16.33,200.00,6.00,en,"Fantasy, Adventure"
19-05-2010,StreetDance 3D,16.33,346.00,6.40,en,"Music, Romance, Drama"
19-01-2007,Manual of Love 2,16.33,253.00,5.40,it,"Romance, Comedy, Drama"
23-08-2012,Erased,16.32,573.00,6.00,en,"Action, Thriller"
16-12-2010,Blue Valentine,16.32,2581.00,6.90,en,"Drama, Romance"
22-09-2017,Stronger,16.32,1227.00,7.00,en,Drama
20-10-2005,Election,16.32,157.00,7.00,cn,"Crime, Drama"
26-05-2021,Baggio: The Divine Ponytail,16.31,330.00,6.50,it,Drama
13-07-1966,How to Steal a Million,16.31,442.00,7.50,en,"Comedy, Crime"
18-07-1985,The Man with One Red Shoe,16.31,197.00,5.80,en,"Action, Comedy"
15-08-2019,Angel of Mine,16.31,197.00,6.30,en,"Drama, Thriller, Mystery"
27-07-2006,John Tucker Must Die,16.30,1147.00,6.20,en,"Comedy, Romance"
20-10-2017,Same Kind of Different as Me,16.29,205.00,6.90,en,Drama
06-09-2013,Hell Baby,16.29,169.00,5.10,en,"Comedy, Horror"
17-09-1993,Striking Distance,16.29,619.00,5.80,en,"Crime, Action, Mystery, Thriller"
09-10-2010,My Babysitter's a Vampire,16.29,312.00,7.00,en,"Adventure, Comedy, Family, Fantasy, TV Movie, Horror"
25-05-2015,Embrace of the Serpent,16.29,361.00,7.70,es,"Drama, Adventure"
16-09-1999,Jakob the Liar,16.29,269.00,6.50,en,"Comedy, Drama, History"
22-07-2005,The Devil's Rejects,16.28,1076.00,6.80,en,"Drama, Horror, Crime"
12-03-2016,Hush,16.28,3741.00,6.80,en,"Horror, Thriller"
06-09-2003,21 Grams,16.28,2499.00,7.40,en,"Drama, Crime, Thriller"
17-03-2015,The Flintstones & WWE: Stone Age SmackDown!,16.27,78.00,7.20,en,"Animation, Comedy, Family, Adventure"
24-10-1991,Curly Sue,16.27,429.00,6.40,en,"Comedy, Drama, Family, Romance"
10-02-1985,My Lucky Stars,16.27,108.00,6.40,cn,"Action, Comedy"
01-02-2017,R.A.I.D. Special Unit,16.27,785.00,5.80,fr,"Action, Comedy"
13-12-1973,My Name Is Nobody,16.27,725.00,7.30,it,"Comedy, Western"
19-09-2012,Tower Block,16.27,144.00,5.90,en,Thriller
21-10-2016,In a Valley of Violence,16.27,424.00,6.00,en,"Crime, Thriller, Western, Action"
03-05-2019,Tell It to the Bees,16.26,307.00,7.50,en,"Romance, Drama"
27-11-2020,Identifying Features,16.26,35.00,6.80,es,Drama
13-02-2002,Amen.,16.26,249.00,7.00,fr,"Drama, History"
29-10-1999,House on Haunted Hill,16.26,653.00,5.60,en,"Horror, Mystery, Thriller"
01-06-2005,The Sisterhood of the Traveling Pants,16.26,1113.00,6.50,en,"Drama, Comedy"
16-08-2015,Macbeth,16.26,1248.00,6.50,en,"War, Drama, Adventure"
25-02-2010,And Soon the Darkness,16.25,289.00,5.20,en,"Horror, Thriller, Crime, Mystery"
03-05-2018,Sobibor,16.25,223.00,6.60,ru,"War, Drama"
21-07-2017,Monster Island,16.25,43.00,5.50,en,"Animation, Adventure, Family, Comedy"
14-01-2013,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,16.25,87.00,4.10,en,Comedy
24-10-2014,Phantom Halo,16.25,39.00,6.10,en,"Thriller, Crime, Drama"
11-01-2005,The Land Before Time XI: Invasion of the Tinysauruses,16.25,152.00,6.20,en,"Animation, Family, Fantasy, Science Fiction"
03-10-2016,LEGO Jurassic World: The Indominus Escape,16.24,71.00,5.60,en,"Family, Animation, Comedy"
11-06-2011,Jiro Dreams of Sushi,16.24,562.00,7.80,en,Documentary
29-09-2011,Dream House,16.24,1132.00,6.10,en,"Drama, Thriller, Mystery"
28-09-1951,The Day the Earth Stood Still,16.24,792.00,7.50,en,"Drama, Science Fiction"
24-04-1981,Ms .45,16.24,213.00,6.60,en,"Crime, Thriller"
22-06-1967,Cool Hand Luke,16.24,1046.00,7.80,en,"Crime, Drama"
24-07-2013,The To Do List,16.24,855.00,5.70,en,"Comedy, Romance"
05-04-1995,Crayon Shin-chan: Unkokusai's Ambition,16.24,12.00,5.80,ja,Animation
04-07-1996,Courage Under Fire,16.24,682.00,6.40,en,"Drama, Thriller, Mystery, War"
27-07-2014,Tom and Jerry: The Lost Dragon,16.23,40.00,5.80,en,"Family, Animation, Comedy"
29-08-2014,Cantinflas,16.23,87.00,6.40,en,Drama
11-03-2010,Green Zone,16.23,1788.00,6.50,en,"War, Action, Adventure, Drama, Thriller"
20-12-1976,The Enforcer,16.23,636.00,6.80,en,"Action, Crime, Thriller"
12-10-2010,The Search for Santa Paws,16.23,165.00,6.30,en,"Family, Adventure"
20-11-1959,The Human Condition II: Road to Eternity,16.23,123.00,8.40,ja,"War, Drama, History"
16-09-2014,Marvel Knights: Eternals,16.23,19.00,7.60,en,Animation
10-05-2002,The New Guy,16.23,444.00,5.90,en,"Comedy, Family"
08-06-2017,The Hunter's Prayer,16.22,305.00,5.70,en,"Action, Thriller"
02-10-2014,The Absent One,16.22,473.00,7.10,da,Thriller
03-08-2016,Nine Lives,16.21,882.00,5.70,en,"Fantasy, Comedy, Family"
29-08-2015,All American Bikini Car Wash,16.21,41.00,4.40,en,Comedy
29-09-2004,2046,16.21,622.00,7.20,zh,"Fantasy, Drama, Science Fiction, Romance"
01-03-2014,Kiki's Delivery Service,16.21,38.00,6.70,ja,"Adventure, Comedy, Fantasy, Mystery"
15-12-1990,Days of Being Wild,16.21,303.00,7.30,cn,"Crime, Drama, Romance"
10-10-2008,Quarantine,16.21,1001.00,5.80,en,"Horror, Science Fiction"
12-10-2022,The Wasteland,16.21,0.00,0.00,es,"Drama, Horror, Thriller"
20-10-2016,American Pastoral,16.21,567.00,6.10,en,"Crime, Drama"
31-05-2019,Above the Shadows,16.20,99.00,6.90,en,"Fantasy, Romance"
01-03-1991,The Doors,16.20,1055.00,7.10,en,"Music, Drama"
23-02-2009,Futurama: Into the Wild Green Yonder,16.20,389.00,7.10,en,"Animation, Comedy, Science Fiction, TV Movie"
23-01-2018,Little Bitches,16.20,44.00,5.60,en,"Comedy, Romance, Drama"
27-09-2004,El padrino: The Latin Godfather,16.20,21.00,6.10,en,"Action, Crime, Drama"
09-05-2002,The Eye,16.20,301.00,6.50,cn,Horror
03-11-2021,"Paris, 13th District",16.19,73.00,7.20,fr,"Drama, Romance"
07-07-2000,The Kid,16.19,747.00,6.50,en,"Fantasy, Comedy, Family"
01-07-1992,A League of Their Own,16.19,1048.00,7.20,en,"Comedy, Drama, Family"
17-05-2007,Water Lilies,16.19,271.00,6.40,fr,"Drama, Romance"
11-06-1947,Miracle on 34th Street,16.19,517.00,7.40,en,"Comedy, Drama, Family"
27-09-2011,Ronal the Barbarian,16.18,204.00,6.00,da,"Animation, Adventure, Fantasy"
11-09-2010,Made in Dagenham,16.18,227.00,6.70,en,"Comedy, Drama, History"
18-10-2016,The Limehouse Golem,16.18,504.00,6.20,en,"Horror, Mystery, Thriller"
01-01-1990,Cyrano de Bergerac,16.18,564.00,7.30,fr,"Drama, Comedy, History, Romance"
05-12-1959,Operation Petticoat,16.18,254.00,7.10,en,"Action, Comedy, Romance"
09-02-2022,ASSEMBLED: The Making of Hawkeye,16.18,9.00,6.10,en,Documentary
19-11-1982,The Last Unicorn,16.17,357.00,7.20,en,"Fantasy, Animation, Family, Adventure"
05-06-1929,Un Chien Andalou,16.17,964.00,7.50,fr,"Fantasy, Horror"
17-09-1999,The Hurricane,16.17,1111.00,7.40,en,Drama
30-09-2005,The Greatest Game Ever Played,16.17,342.00,7.20,en,Drama
03-06-2014,Joy Ride 3,16.17,150.00,5.40,en,Thriller
11-01-2001,Antitrust,16.17,390.00,6.00,en,"Action, Crime, Drama"
06-02-2008,Chocolate,16.17,356.00,7.40,th,"Action, Comedy, Crime"
05-10-2001,The Royal Tenenbaums,16.17,3625.00,7.50,en,"Comedy, Drama"
11-05-2004,Van Helsing: The London Assignment,16.17,114.00,6.30,en,"Action, Animation, Fantasy, Horror"
14-04-2016,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,16.16,143.00,5.50,en,"Comedy, Thriller, Drama"
08-06-2018,Franco Escamilla: Por La Anécdota,16.16,92.00,9.20,es,Comedy
26-06-1968,The Thomas Crown Affair,16.16,336.00,6.90,en,"Crime, Drama, Romance, Thriller"
24-05-1996,Spy Hard,16.16,461.00,5.30,en,"Comedy, Action"
21-04-2013,Lovestruck: The Musical,16.16,134.00,6.50,en,"Comedy, Fantasy, Romance, Music, TV Movie"
06-10-2010,Kaboom,16.16,245.00,5.70,en,"Comedy, Mystery, Romance, Science Fiction, Thriller"
07-08-1987,Masters of the Universe,16.15,656.00,5.70,en,"Action, Fantasy, Science Fiction, Adventure, Thriller"
11-03-2016,Sing Street,16.15,1851.00,7.90,en,"Comedy, Romance, Drama, Music"
03-03-2017,The Last Word,16.15,297.00,6.60,en,"Comedy, Drama"
11-07-1985,The Protector,16.15,132.00,6.10,en,"Action, Adventure, Comedy, Crime, Drama"
25-09-1961,The Hustler,16.15,704.00,7.80,en,Drama
20-03-1981,Omen III: The Final Conflict,16.15,397.00,5.80,en,Horror
24-12-1931,Dr. Jekyll and Mr. Hyde,16.15,190.00,7.30,en,"Horror, Science Fiction"
10-09-2013,How I Live Now,16.14,730.00,6.60,en,"Drama, Action, Thriller, War"
10-03-2007,Hellboy Animated: Blood and Iron,16.14,82.00,6.20,en,"TV Movie, Fantasy, Animation, Horror, Action, Thriller, Science Fiction"
17-07-2001,Mimic 2,16.14,156.00,5.20,en,"Horror, Science Fiction, Thriller"
11-05-2010,The Switch,16.14,1520.00,6.20,en,"Comedy, Romance, Drama"
31-03-2000,The Miracle Maker,16.14,30.00,5.80,en,"Animation, Family, History"
01-11-2006,The Santa Clause 3: The Escape Clause,16.14,807.00,5.40,en,"Comedy, Family, Adventure"
12-12-2002,Infernal Affairs,16.14,1148.00,7.80,cn,"Drama, Action, Thriller, Crime, Mystery"
20-10-2014,Day of the Mummy,16.14,28.00,5.00,en,"Adventure, Horror, Action"
25-10-1967,Le Samouraï,16.14,722.00,7.90,fr,"Crime, Thriller"
19-09-2016,The Siege of Jadotville,16.14,681.00,7.20,en,"War, Drama, Thriller"
12-03-2020,My Partner 2.0,16.14,1.00,2.00,es,"Comedy, Adventure"
13-01-2017,The Book of Love,16.14,171.00,6.40,en,Drama
12-04-2002,The Sweetest Thing,16.14,852.00,5.50,en,"Romance, Comedy"
05-05-2016,The Curse of Sleeping Beauty,16.14,166.00,4.90,en,"Fantasy, Horror"
21-05-2003,Swimming Pool,16.14,511.00,6.50,en,"Crime, Thriller"
07-02-1992,Final Analysis,16.13,193.00,5.60,en,"Drama, Thriller, Romance"
10-10-2004,Cube Zero,16.13,783.00,5.70,en,"Mystery, Science Fiction, Thriller"
20-03-2019,Jo Pil-ho: The Dawning Rage,16.13,70.00,6.10,ko,"Action, Crime, Drama"
10-09-2016,Girl in the Box,16.13,88.00,6.90,en,Drama
09-09-2013,Third Person,16.13,499.00,5.90,en,"Drama, Romance"
09-08-2012,The Campaign,16.13,1397.00,5.80,en,Comedy
26-10-2010,Barney's Version,16.13,350.00,7.10,en,"Comedy, Drama"
07-08-1992,3 Ninjas,16.12,347.00,5.80,en,"Family, Action, Adventure, Comedy"
26-03-1953,Ugetsu,16.12,392.00,8.10,ja,"Fantasy, Drama, Mystery"
10-07-2015,The Gallows,16.12,808.00,5.00,en,"Horror, Thriller"
15-09-2016,The Beatles: Eight Days a Week - The Touring Years,16.12,282.00,7.60,en,Documentary
01-01-2006,The Painted Veil,16.12,920.00,7.30,en,"Romance, Drama"
21-09-2012,Blancanieves,16.12,188.00,7.30,es,"Drama, Fantasy"
24-08-1990,Darkman,16.11,971.00,6.40,en,"Action, Science Fiction, Crime"
19-08-1987,Project A: Part II,16.11,178.00,7.10,cn,"Action, Comedy"
29-08-2008,Disaster Movie,16.11,809.00,3.30,en,Comedy
19-12-2007,Charlie Wilson's War,16.11,1135.00,6.60,en,"Comedy, Drama, History"
05-04-1990,Cry-Baby,16.11,1237.00,6.60,en,"Comedy, Music, Romance"
05-11-2008,Milk,16.11,1766.00,7.30,en,"History, Drama"
28-12-2017,Like a Cat on a Highway,16.11,781.00,6.50,it,"Family, Comedy"
11-02-2011,The Devil's Double,16.10,442.00,6.70,en,"Drama, Action, Thriller, Crime, War"
16-05-2019,The Sun Is Also a Star,16.10,524.00,7.00,en,"Romance, Drama"
15-04-1994,White Fang 2: Myth of the White Wolf,16.10,93.00,6.60,en,"Adventure, Family"
06-05-2010,Survival of the Dead,16.10,350.00,4.90,en,"Comedy, Horror, Thriller"
11-01-1991,Not Without My Daughter,16.10,225.00,6.50,en,"Drama, Thriller"
16-08-1989,Uncle Buck,16.10,887.00,6.80,en,"Comedy, Drama, Family"
04-02-1983,Videodrome,16.10,1574.00,7.30,en,"Horror, Mystery, Science Fiction"
30-10-1998,Vampires,16.10,923.00,6.30,en,"Action, Fantasy, Horror"
21-11-1995,Money Train,16.10,595.00,5.80,en,"Action, Comedy, Crime"
22-01-1999,Gloria,16.09,80.00,5.90,en,"Drama, Action, Thriller, Crime"
08-04-2011,Your Highness,16.09,1057.00,5.30,en,"Comedy, Fantasy"
01-10-1993,For Love or Money,16.09,275.00,6.20,en,"Comedy, Romance"
15-12-1996,Beavis and Butt-Head Do America,16.09,488.00,6.60,en,"Animation, Comedy"
01-11-2013,Philomena,16.09,1321.00,7.40,en,Drama
15-09-1992,Glengarry Glen Ross,16.09,954.00,7.40,en,"Crime, Drama, Mystery"
30-10-2020,My Sex Doll,16.09,4.00,9.00,th,"Comedy, Romance"
22-04-1994,Bad Girls,16.09,172.00,5.40,en,"Romance, Western"
07-04-2004,The Whole Ten Yards,16.09,742.00,5.70,en,"Comedy, Thriller, Crime"
28-08-1981,The French Lieutenant's Woman,16.09,155.00,6.40,en,"Drama, Romance"
02-08-2017,A Taxi Driver,16.08,626.00,8.10,ko,"Action, Drama, History"
25-04-2012,Gambit,16.08,533.00,5.40,en,"Comedy, Crime"
16-12-1987,Overboard,16.08,637.00,6.80,en,"Comedy, Romance"
14-03-2013,The Incredible Burt Wonderstone,16.08,1199.00,5.60,en,Comedy
07-04-1939,Wuthering Heights,16.08,189.00,7.30,en,"Drama, Romance"
03-09-1964,El Padrecito,16.07,118.00,7.90,es,Comedy
22-04-2016,Holidays,16.07,398.00,5.00,en,"Comedy, Horror"
31-05-1996,The Arrival,16.07,564.00,6.00,en,"Science Fiction, Thriller"
22-04-2009,Coco Before Chanel,16.07,759.00,6.90,fr,"Drama, History"
10-11-2010,Morning Glory,16.07,1217.00,6.30,en,"Comedy, Drama, Romance"
02-08-1967,In the Heat of the Night,16.07,734.00,7.70,en,"Crime, Drama, Mystery, Thriller"
18-12-1957,Sissi: The Fateful Years of an Empress,16.06,265.00,7.30,de,"Romance, Drama, History"
20-08-1975,Cookies,16.06,50.00,6.40,fr,"Romance, Drama, Comedy"
17-09-2004,Sky Captain and the World of Tomorrow,16.06,986.00,5.80,en,"Mystery, Action, Thriller, Science Fiction, Adventure"
24-03-1965,The Sucker,16.06,488.00,7.40,fr,"Comedy, Crime"
19-10-2007,Appleseed: Ex Machina,16.06,157.00,6.50,ja,"Animation, Action, Thriller, Science Fiction"
29-09-2016,Masterminds,16.05,1470.00,5.70,en,"Action, Comedy, Crime"
20-09-2012,Amour,16.05,1272.00,7.80,fr,"Drama, Romance"
24-10-2008,"Synecdoche, New York",16.05,1053.00,7.60,en,Drama
29-04-1994,When a Man Loves a Woman,16.05,260.00,6.50,en,"Drama, Romance"
